"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSGALG00000025670",0.0336692620039376,-0.0374373482776889,0.0888879465015584,-0.421174633357432,0.673627566089944,NA
"ENSGALG00000016902",29.9281256370907,1.20356986225321,0.329182746686862,3.65623616172726,0.000255945577682059,0.00910019749544004
"ENSGALG00000018248",0.447501705014513,-0.0944060934055212,0.332969421682882,-0.283527817444549,0.776772260887489,NA
"ENSGALG00000018249",0.0350742951056264,0.0437058869146485,0.0907934107484327,0.481377299898418,0.630248367165825,NA
"ENSGALG00000018250",0.0672366535402284,0.0189706583164331,0.128112629751356,0.148077971338594,0.882281234099837,NA
"ENSGALG00000018251",0.101596871801023,0.0778680224958547,0.172272933836732,0.452003810242487,0.651266237529733,NA
"ENSGALG00000018252",0.0756394460944457,-0.104973068886948,0.146016194827768,-0.718913878085699,0.472193984971051,NA
"ENSGALG00000018253",0.153492165349872,0.0119648139265648,0.212552714352668,0.0562910427326407,0.955109954385879,NA
"ENSGALG00000026361",0.344131535557655,-0.169519643455628,0.300174213073534,-0.564737529316352,0.572252303646742,NA
"ENSGALG00000028761",0.0777870805963786,-0.00175046416963877,0.134593769252648,-0.0130055364327671,0.989623375800076,NA
"ENSGALG00000016904",0.898843209747533,-0.0987101518102664,0.258755356035772,-0.381480612894521,0.702846654242425,NA
"ENSGALG00000016905",0.978931677534927,-0.330532779829051,0.352538895918332,-0.937578189686115,0.348461224178268,NA
"ENSGALG00000016906",3819.40914492918,-0.308554365517515,0.232231316424081,-1.32865097726122,0.183963145386978,0.418709331917736
"ENSGALG00000016909",178.716305975233,0.359503208248296,0.176759890646302,2.03385059208746,0.0419666617880365,0.183380753717853
"ENSGALG00000016910",1259.3127916793,0.352450263661991,0.134188671345661,2.62652771003375,0.00862609687167906,0.0747882598774574
"ENSGALG00000016911",423.174638276174,-0.323662255810401,0.227174568099005,-1.42472926665517,0.154235475723781,0.379764376160372
"ENSGALG00000016912",18.0711984796472,-0.17007482359192,0.308489396123688,-0.551314974611734,0.581417774984969,0.777730802498882
"ENSGALG00000016913",33.563253456227,-0.325933628857641,0.265170045464853,-1.22914950022453,0.21901575882045,0.460460104022624
"ENSGALG00000027514",21.8727466617884,0.0945527954814026,0.323877545383925,0.291939953321925,0.770332535103528,0.888150120580426
"ENSGALG00000016915",1366.75929765285,-0.582754033803107,0.196276858510195,-2.96904096706254,0.00298730767038814,0.0408864916174064
"ENSGALG00000016917",25.4089725451252,-0.224990621395931,0.34830372590794,-0.645960995132732,0.518304616107453,0.731140341445195
"ENSGALG00000016918",125.34193665452,0.458346775288962,0.201009705213065,2.28022211565917,0.0225945183170144,0.12714069693014
"ENSGALG00000016919",11.7850832989292,0.352358617416969,0.378260657873381,0.931523302999482,0.351582936174305,0.596700989854027
"ENSGALG00000016920",115.037572313518,-0.805329437782666,0.20597971140618,-3.90975126766054,9.23912067185982e-05,0.00495549042259296
"ENSGALG00000016921",1742.8286686291,0.247170222693273,0.197839073006672,1.24934988289668,0.211537130428059,0.451047105004663
"ENSGALG00000016922",323.365460635894,-0.298059089860519,0.204481698318406,-1.45763211236832,0.144941973367328,0.365356134558637
"ENSGALG00000016925",136.776282592845,-0.136502318886767,0.190214675529812,-0.717622436368604,0.472990119775888,0.697327879659128
"ENSGALG00000016926",79.1060496571451,-0.231018184068824,0.17970620721156,-1.28553257927733,0.198606239565721,0.435334680308292
"ENSGALG00000016927",580.614512714463,-0.0560679866367651,0.140658814460038,-0.398609833674478,0.690180714679695,0.844170030944639
"ENSGALG00000016929",58.5042818377934,-0.523439814219375,0.257138861914705,-2.03563090511385,0.0417874320222629,0.182912936529121
"ENSGALG00000016930",557.101139470398,-0.0080374167770988,0.131159507785212,-0.061279711343999,0.951136448433072,0.977947355435975
"ENSGALG00000016931",591.614204313315,-0.555440684880756,0.20270439917284,-2.74015111239469,0.00614109423621735,0.0628096852417475
"ENSGALG00000016932",628.310237102309,0.359974346102455,0.248164370366167,1.45054806042992,0.146905747185629,0.368605226297689
"ENSGALG00000016933",693.678396583306,-0.0626874222115384,0.18229936601884,-0.343870763681426,0.730943479756185,0.867708741400749
"ENSGALG00000025547",0.977813172705838,0.519302067515953,0.361705524231598,1.43570399876848,0.151086586901147,NA
"ENSGALG00000016907",0.587126791412589,-0.0356464566589693,0.312695122392458,-0.113997482232007,0.909239789321636,NA
"ENSGALG00000016908",43.2502888879045,-0.53248843270443,0.366859004210434,-1.45147979630613,0.146646304099551,0.368254354687365
"ENSGALG00000025709",0.0336692620039376,-0.0374373482776889,0.0888879465015584,-0.421174633357432,0.673627566089944,NA
"ENSGALG00000014545",221.736887180408,0.0750828578178156,0.31730588232958,0.236626113788298,NA,NA
"ENSGALG00000016934",6.90395690444723,0.262672839937914,0.382432883291293,0.686846898931126,0.492179212215425,0.713235285960009
"ENSGALG00000016936",567.771651191576,0.254208440666258,0.156250986004397,1.62692375367861,0.103753292349828,0.302954237843242
"ENSGALG00000016937",199.180848382454,0.0316089353841379,0.142524483777311,0.221778985241059,0.824485939442945,0.920077329055588
"ENSGALG00000016941",36.21963860142,-0.924416133533888,0.326724488878005,-2.82934449360805,0.00466434614709979,0.0546484879666962
"ENSGALG00000016943",443.096443230374,0.129736495061302,0.265756009108152,0.488178970991787,0.62542307838734,0.806445889086341
"ENSGALG00000016944",325.288259544801,0.0770047523747151,0.281669933482558,0.273386482620388,0.784556142464437,0.897283843908337
"ENSGALG00000016945",57.2108383879256,0.148942044090158,0.245815626424791,0.60590958457935,0.544574794527929,0.750905616482051
"ENSGALG00000016946",420.041608293331,0.124005706592836,0.182450072433914,0.679669264794359,0.496713901294878,0.716854203747442
"ENSGALG00000016947",401.48533114589,-0.403448388811095,0.144540145195273,-2.79125490199307,0.00525041055709865,0.0581799744335422
"ENSGALG00000016949",706.896900427456,0.193627183630485,0.104772331280755,1.8480755487976,0.0645914144265185,0.232516714149246
"ENSGALG00000016951",499.515081545495,0.460902941718128,0.261410310058552,1.76313987621564,0.0778769011785366,0.259920211188417
"ENSGALG00000016953",244.26058405307,-0.232977396724437,0.230588541238373,-1.01035981871967,0.312322931428581,0.563254059389232
"ENSGALG00000016954",14.4848679426319,-0.449742029492952,0.336397151370015,-1.33693768708007,0.181242977755785,0.415245944472786
"ENSGALG00000016955",199.435138702395,0.0785315184693575,0.191271765543544,0.410575592514616,0.68138376382731,0.83868678407845
"ENSGALG00000017789",0.160416441476597,0.00584060053356294,0.190965399283791,0.0305846009563403,0.975600823062042,NA
"ENSGALG00000016959",19.2042448762926,0.174090319669254,0.308872467327676,0.563631718862677,0.573004795563673,0.771789800525593
"ENSGALG00000022739",97.8863885136832,-0.267178878107366,0.2905791082475,-0.919470362885818,0.357849600503153,0.602548727505469
"ENSGALG00000026163",1.46502378409821,0.128967161262478,0.351643403014779,0.366755526072126,0.713801384371003,NA
"ENSGALG00000016962",0.378451409701137,0.020771679756124,0.113491308226944,0.183024410244595,0.854778865512862,NA
"ENSGALG00000016964",8.25561484049664,0.152977810604521,0.254692053035876,0.600638334730345,NA,NA
"ENSGALG00000016965",203.425307491054,0.42493314280151,0.196359577478674,2.16405610695338,0.0304600436177751,0.151507127809331
"ENSGALG00000016967",67.2824057373414,0.257213790887559,0.247013397133481,1.04129490089384,0.297738702538569,0.550043093970203
"ENSGALG00000028640",0.167061970184726,-0.185244034585037,0.18872181142066,-0.98157194015126,0.326310776839839,NA
"ENSGALG00000016968",0.276249797699369,0.0135275284558122,0.209981761954505,0.0644223971162938,0.948633896746994,NA
"ENSGALG00000016969",0.491240718315369,-0.536716655365582,0.289445347200962,-1.85429360173111,0.0636971670049822,NA
"ENSGALG00000016971",281.047649705888,0.103896243049931,0.22787539491804,0.455934450875221,0.648437115083219,0.819735696038276
"ENSGALG00000016972",414.753561960529,0.497929265113519,0.176060581403661,2.82817006023568,0.00468149302752862,0.0547924277396418
"ENSGALG00000016973",97.7014030352513,-0.0894023252381269,0.191929776882946,-0.465807477558063,0.641353312249506,0.815051661107699
"ENSGALG00000016974",1294.1850890914,-0.0118029457501975,0.132561694010567,-0.0890373786959648,0.929052204170024,0.970198035133915
"ENSGALG00000016975",0.446329861616812,0.00642506757297203,0.288365621835871,0.0222809762553075,0.982223823864894,NA
"ENSGALG00000028872",1445.89745776739,0.521297462471938,0.147415637725319,3.53624263012907,0.000405861750670854,0.0121985807781632
"ENSGALG00000017810",2.12076895312465,0.3182477550047,0.380354264433608,0.836714044677817,0.402753322704982,NA
"ENSGALG00000016979",31.7077876211044,-0.080747157211651,0.347210252780509,-0.232559829570171,0.816103223411446,0.915891609187534
"ENSGALG00000016980",54.578012630889,0.120582440882034,0.258838163741756,0.465860362857231,0.641315454586055,0.815051661107699
"ENSGALG00000022738",0.241073450342733,0.190304339334746,0.181794435953359,1.04681058216529,NA,NA
"ENSGALG00000016981",0.340977682279611,-0.0865567763140405,0.217512467998491,-0.397939378420556,0.690674872166603,NA
"ENSGALG00000026849",0.194580217993455,0.0701051709170828,0.198974894871457,0.352331739953287,0.724589487286413,NA
"ENSGALG00000016984",5456.79250767798,0.0122032561957413,0.151764505700374,0.0804091585145342,0.935911843051622,0.972183180172552
"ENSGALG00000016985",0.148039394925764,0.137997297475456,0.15714339832858,0.878161595989607,0.379856029843685,NA
"ENSGALG00000016986",15.0553767899011,0.293220704377189,0.377501648172863,0.776740196490267,0.437312066329335,0.671283726166386
"ENSGALG00000027689",0.15670033656859,0.12250188831004,0.194051178103444,0.631286496208425,0.527853214802236,NA
"ENSGALG00000016988",68.2790675235217,-0.0415342833592206,0.282910459239568,-0.146810702831066,0.883281436588705,0.945079273950189
"ENSGALG00000016990",12.6370161834297,-0.53397195793411,0.327790897421708,-1.62900178782923,0.103312640477439,0.302058825115748
"ENSGALG00000016991",2988.6075191066,0.502840401293472,0.22250728270236,2.25988289096184,0.02382852003846,0.130803702513765
"ENSGALG00000016992",0.256163403549642,-0.09850164253621,0.210292111597144,-0.468403887278992,0.639495788686891,NA
"ENSGALG00000016993",789.957477081275,-0.400445053383646,0.118465420781863,-3.38026953975886,0.000724147758712695,0.0170038945592725
"ENSGALG00000016994",9.52891220684521,0.0986512735385307,0.31575816194351,0.312426677845242,0.754716278359351,0.880315623173002
"ENSGALG00000016995",98.6173420265444,0.254468786835872,0.186374419184992,1.36536327221651,0.172138901470128,0.402777155588501
"ENSGALG00000016996",530.64138791564,-0.0840014999396475,0.122862531964165,-0.683703148524957,0.494162634905969,0.715165261687876
"ENSGALG00000016997",324.144505701501,-0.0606637142314998,0.178392822552853,-0.340056922489283,0.733813661477661,0.869513643662187
"ENSGALG00000016998",135.226113272139,-0.132477423844811,0.174950822540908,-0.757226641868657,0.448914091482507,0.679338174691103
"ENSGALG00000017000",61.495680873946,-0.608583030323009,0.262726320750773,-2.31641439115772,0.0205356537422735,0.120300079692913
"ENSGALG00000017002",277.328897352446,-0.313507854644905,0.149127722451718,-2.10227749402132,0.0355289748797369,0.166334903834279
"ENSGALG00000017003",1.30713387019028,-0.133535085977914,0.352745885740628,-0.378558875881834,0.705015465363069,NA
"ENSGALG00000017004",16.3120150960831,-0.358469366536085,0.297752746448987,-1.20391623859463,0.228621954739831,0.472373611709007
"ENSGALG00000017005",114.110544444146,-0.240876869992413,0.198765735779063,-1.21186314657451,0.225564771384102,0.469239671146219
"ENSGALG00000017006",141.414133587511,-0.541009335418016,0.210364683685514,-2.57176882516459,0.0101180428593889,0.0808224387442755
"ENSGALG00000019094",150.968006518027,0.172633188650932,0.187066311041756,0.922844886872212,0.356088045111808,0.60069561002494
"ENSGALG00000017008",239.751611928636,0.0766267946202594,0.128037179380215,0.598472998164937,0.549524370601805,0.754132373195294
"ENSGALG00000022733",0.571577144506208,0.0213494212826655,0.353346937571664,0.0604205640761655,0.951820680812131,NA
"ENSGALG00000017009",1690.34165169623,0.284957432161673,0.0800291434937485,3.56067077219104,0.000369908645221147,0.0114416588261561
"ENSGALG00000025859",0.307703070281515,0.0148503225463723,0.310801097078897,0.047780791914652,0.961890944901135,NA
"ENSGALG00000017010",290.084082165871,-0.111363277040278,0.148103127712776,-0.75193062266889,0.452092781386221,0.681504867987853
"ENSGALG00000017011",106.728919241341,-0.382347093983511,0.227946467169368,-1.67735476987858,0.0934731283881741,0.28595778831604
"ENSGALG00000017012",44.7667622497383,-0.418477225447882,0.25913709730855,-1.61488736963665,0.10633508792614,0.308415536802759
"ENSGALG00000028232",0.621796213134229,0.281339089767855,0.338948839379366,0.830034085034786,0.406519512626227,NA
"ENSGALG00000017013",15.3345674990761,0.636948518272466,0.255201223359042,2.49586780928689,0.0125649416196848,0.0915450903989902
"ENSGALG00000017014",0.0541018971312807,0.0627067086214519,0.108157716143676,0.579771012713997,0.562069047891146,NA
"ENSGALG00000017015",103.874298680686,0.321296144935727,0.149914915968727,2.14318997452363,0.0320978469806235,0.155843227113292
"ENSGALG00000017016",5.3897349421151,0.202752631399207,0.376654291255487,0.538299008152489,0.59037063600004,0.783476679424991
"ENSGALG00000017017",0.525075222257257,-0.502674956471394,0.325921125218129,-1.54232087943047,0.122995637585523,NA
"ENSGALG00000017018",118.643188072408,-1.0562408638175,0.301627180418295,-3.50180929435045,0.000462110257658207,0.0130865445077026
"ENSGALG00000017019",108.83171533242,-0.151577512350705,0.163605912836524,-0.926479426829532,0.354196883860323,0.599242431400435
"ENSGALG00000017020",32.0493007427879,0.115697523510689,0.264867813201566,0.436812318236051,0.66224746478317,0.827423919251869
"ENSGALG00000017021",36.8369355269853,-1.07387908346259,0.352523071759295,-3.04626610140241,0.0023170267456991,0.0351483290050801
"ENSGALG00000017022",370.761196545135,-0.366366032851248,0.176362885228173,-2.0773420233926,0.0377700030835153,0.171904071215869
"ENSGALG00000017023",3.53612462704134,0.280064783625748,0.371030698672535,0.754829141167448,NA,NA
"ENSGALG00000017024",57.7288005698144,0.326251102029126,0.263930585358771,1.23612464840193,0.216412234087837,0.457203803262233
"ENSGALG00000017025",3219.23261357615,0.120452960527413,0.114593655165261,1.05113114992013,0.293198359251155,0.545524120537431
"ENSGALG00000017026",582.708743419808,-0.314933006779357,0.135758163483343,-2.31980898016492,0.0203512130744603,0.119896383827741
"ENSGALG00000017027",6.37006531266961,-0.174836994640483,0.361617090443669,-0.483486536617988,0.628750317012067,0.808051138482138
"ENSGALG00000017029",0.299459808543005,0.291408719769752,0.218831507587582,1.33165796361899,0.182972608480666,NA
"ENSGALG00000017031",73.8049502724377,0.173618255907875,0.336575895011824,0.515836869131036,0.605968349616907,0.794062069103176
"ENSGALG00000017032",276.182614365471,0.104185000511948,0.221855814798649,0.469606805692715,0.638635961445068,0.813616584316419
"ENSGALG00000017033",554.657248943521,0.41548282417149,0.160239694431221,2.59288327805583,0.00951750656755132,0.0787603804050672
"ENSGALG00000017034",3.98388527216981,-0.642402066314599,0.382707478993755,-1.67857202060345,0.0932354833148311,0.285481426906129
"ENSGALG00000017035",319.186931580875,-0.111362503173263,0.186770917301706,-0.596251840394244,0.551006998564189,0.755339318999876
"ENSGALG00000017036",28.0513111273334,-0.123983273327438,0.237625119844728,-0.521759961271993,0.601837470213801,0.790541044993435
"ENSGALG00000017037",57.1797986622887,-0.569537688794698,0.222524791406086,-2.55943477217038,0.0104842528775371,0.0827715534778886
"ENSGALG00000017038",290.568874657009,-0.0587070054706934,0.179053954812743,-0.327873268881941,0.743007485848698,0.874700887035557
"ENSGALG00000017039",3.54811524242003,1.10194952199865,0.37948566246579,2.90379751065824,0.00368666512835278,0.0465312459817068
"ENSGALG00000017040",6.31162516828317,0.828831344044013,0.384000070027067,2.15841456483482,0.0308956143326056,0.152667952615542
"ENSGALG00000017041",49.4202200008697,-0.342434222679364,0.294137840804098,-1.16419642485726,0.244344418762011,0.491715138820892
"ENSGALG00000017042",2857.105549535,0.216982338146495,0.206464594130607,1.05094211944753,0.29328517411735,0.545524120537431
"ENSGALG00000017044",0.888346258162055,-0.773534679620531,0.324195967050376,-2.38600956902198,0.0170323078770945,NA
"ENSGALG00000022791",0.185125506881167,-0.139936159674091,0.165892096159772,-0.843537232414724,0.398928051740474,NA
"ENSGALG00000016601",0.369828410914317,0.388029024374105,0.308936423099028,1.25601578629569,0.209110246628573,NA
"ENSGALG00000017046",1224.9062710366,0.370870127283449,0.323118595694438,1.14778329760435,0.251058034066944,0.499236962238625
"ENSGALG00000017047",354.834938896578,-0.0921594805294766,0.14293665040756,-0.644757522067987,0.519084333238975,0.731782303932019
"ENSGALG00000017048",2261.68546680314,0.380661056648685,0.234085182822349,1.62616468098955,NA,NA
"ENSGALG00000017049",78.4562960714567,-0.130776900612104,0.174790566027147,-0.74819198532599,0.454344364581119,0.683115428434335
"ENSGALG00000017050",24.7965596015194,-0.152320456129973,0.335183025445383,-0.454439648092481,0.649512421036486,0.820003916059121
"ENSGALG00000019087",6.87492719136945,0.299851609563151,0.327559687952316,0.915410597188019,0.359976117191506,0.60440081729332
"ENSGALG00000017052",1.57922251501973,-0.419491562914977,0.338241301410903,-1.24021389808151,0.214896289181695,NA
"ENSGALG00000017053",93.5917219563788,-0.357253005729583,0.278427318459699,-1.28311046382215,0.199453378331305,0.436597208617622
"ENSGALG00000017056",58.8497224912417,-0.0500488849632639,0.219749001842287,-0.227754777239825,0.819836885246568,0.917808480056564
"ENSGALG00000017062",114.711909480076,0.227152400147185,0.208227911673721,1.09088353391892,0.275324133417433,0.525072471700149
"ENSGALG00000026136",0.212622809244797,-0.0791320282891713,0.227563535149258,-0.347735977283307,0.728038474905774,NA
"ENSGALG00000017059",0.439363255275443,-0.293636619221624,0.312104099280955,-0.940829101245778,0.346792445066077,NA
"ENSGALG00000017064",1917.07896992548,-0.567709013920104,0.110688745428585,-5.12887748182476,2.91474953602288e-07,8.012717565979e-05
"ENSGALG00000017065",9.62964751775575,-0.864180716951342,0.367852423474884,-2.34925927302025,0.0188108032329891,0.115635633772191
"ENSGALG00000017068",0.986992814432434,0.419989306023405,0.343196511978087,1.22375750150462,0.221043720722216,NA
"ENSGALG00000017070",1109.25709566549,-0.310547321364509,0.162870472895654,-1.90671345053113,0.0565577042501487,0.214747546277794
"ENSGALG00000017071",324.912472641516,-0.479724212323038,0.157350933779212,-3.04875351420644,0.0022979293650996,0.0350947992873138
"ENSGALG00000017072",90.9788288417198,0.542386411301881,0.181663906539318,2.98565863541248,0.0028296832711651,0.0397672819816731
"ENSGALG00000017073",352.123081600722,-0.19227783297574,0.257907851119572,-0.745529196343057,0.455951867847321,0.684656741607668
"ENSGALG00000017074",0.273342029574249,-0.0389678561166455,0.257302536010318,-0.151447617737755,0.879622629096638,NA
"ENSGALG00000017075",34.6980486389062,-0.785605824743592,0.294448231020627,-2.66806094239554,0.0076290418557962,0.0702541676527511
"ENSGALG00000017076",151.725147261151,0.190192520193934,0.151531320789373,1.25513668859456,0.209429143850875,0.448845004819018
"ENSGALG00000017077",1098.67083129675,-0.0296201388490719,0.151268258333117,-0.195811991064534,0.844757324249514,0.928631600664808
"ENSGALG00000026781",0.112582367618056,-0.0986420464689095,0.14134916549652,-0.697860833648418,0.48526423035932,NA
"ENSGALG00000017079",243.720412562433,-0.492430333400584,0.24699019172277,-1.99372424453722,0.0461821983413079,0.192713645873706
"ENSGALG00000017082",11397.7830199171,0.164547735770532,0.120764465146156,1.36255094221125,0.173024078835561,0.403601677221873
"ENSGALG00000025190",0.295293910531933,-0.00849027312333396,0.259203800598027,-0.0327552030631706,0.973869801802896,NA
"ENSGALG00000017083",62.6457019645309,-0.142463699566462,0.159758887312134,-0.891741936635542,0.372531269969077,0.617019738431947
"ENSGALG00000017084",299.372793233248,0.25677171789527,0.233883186018948,1.09786309253743,0.272264276200348,0.521484698891681
"ENSGALG00000017085",148.999269298733,-0.544726751519148,0.219533876791145,-2.48128789725414,0.0130908593259162,0.0932829805094511
"ENSGALG00000017086",10.5054469187063,-0.282149925419746,0.335714879420647,-0.840445100040428,0.400658871093886,0.642566220006792
"ENSGALG00000017089",1.92788385766372,0.429279631338101,0.381575582744548,1.12501860902743,0.260581148719536,NA
"ENSGALG00000017090",5970.02665717533,0.578253220337322,0.268466275729626,2.15391381567674,0.0312469313014343,0.153574430433645
"ENSGALG00000017091",43.9427875576583,-0.368916015763505,0.303082524564007,-1.21721308839631,0.223523151648291,0.466659803411454
"ENSGALG00000017092",395.202384163079,-0.149154373840169,0.171087478592947,-0.871801811955147,0.383316505944856,0.626801171548159
"ENSGALG00000017093",1.10534674436641,-0.168140089497567,0.357208099214184,-0.47070626300875,0.637850511279518,NA
"ENSGALG00000027764",3.32609036118766,-0.0351494413624067,0.376712170418209,-0.0933058290189707,0.925660601399948,0.968630641386947
"ENSGALG00000022726",0.0715333776694915,-0.0152523233386296,0.13063671283415,-0.116753728777555,0.90705521197292,NA
"ENSGALG00000026213",911.406149560602,0.438496273963565,0.191516053947478,2.28960583160208,0.0220441766383923,0.125643589960728
"ENSGALG00000017096",138.625220814598,-0.0405589356613533,0.209773964429983,-0.193345898627429,0.846688082514813,0.92958496250373
"ENSGALG00000017097",352.559669991585,-0.198303713374875,0.19807410626808,-1.00115919799473,0.316749849051286,0.566202179113066
"ENSGALG00000017098",178.217879626537,0.554943513082068,0.212598755350175,2.61028580420431,0.00904666059144871,0.076896615027314
"ENSGALG00000017099",0.833489899514141,-0.615249967302455,0.373171557052386,-1.64870541624931,0.0992080000083882,NA
"ENSGALG00000027035",23949.4080877659,0.66782312081889,0.260003973760144,2.56851120835162,0.0102136409111873,0.0812406116513702
"ENSGALG00000017811",12.3546076400678,0.326634745236685,0.317073676867773,1.03015409056772,0.302937676962618,0.554309318825337
"ENSGALG00000025205",5.72714430814166,0.55598914938181,0.347439323717374,1.60024819134774,0.109543535147501,0.313011351602806
"ENSGALG00000017101",17.6276494454858,-0.441931127500047,0.337181442120002,-1.3106626649481,0.189971757621927,0.425595643044472
"ENSGALG00000017102",0.636644553203186,0.388309653291032,0.320824915150295,1.21034756016104,0.226145555037536,NA
"ENSGALG00000017103",80.726034119854,-0.514028154378729,0.190036283708753,-2.70489479349387,0.00683260252470835,0.0660465377838661
"ENSGALG00000028181",0.177363695100225,0.10201138824487,0.220437991255174,0.462766820111259,0.643531516555049,NA
"ENSGALG00000017104",369.605410457171,-0.043900293494556,0.159115555895911,-0.275901958468941,0.782623369637974,0.89616458388597
"ENSGALG00000017105",113.256863886759,0.123843627915587,0.223157949237547,0.554959517860411,0.57892235035958,0.77626081089573
"ENSGALG00000017106",27.1961057415879,0.639240573036908,0.309620320711374,2.06459502260126,0.0389613346131581,0.174902639198858
"ENSGALG00000026714",4.48224309848874,0.289706089211553,0.339245547754222,0.853971676649506,0.393120682927318,0.635522549809782
"ENSGALG00000017111",632.153564494601,0.166264464239163,0.116154171630659,1.43141190630537,0.152312198058133,0.377196647738743
"ENSGALG00000017112",714.074441475626,-0.273442955156832,0.225992378718605,-1.2099653833783,0.226292176266933,0.469896463050952
"ENSGALG00000027868",14.572718688648,-0.692069067333473,0.34623757823358,-1.99882713732068,0.0456270605034598,0.190994344071404
"ENSGALG00000019077",185.642660136771,-0.123555303247676,0.255462079256983,-0.483654183067167,0.628631314358383,0.808051138482138
"ENSGALG00000017117",2.08758974665118,0.612632956563206,0.346669189592079,1.7671975905447,NA,NA
"ENSGALG00000017118",250.952138491024,0.335685485045779,0.187717840020537,1.78824497985409,0.0737364923035424,0.251234584266393
"ENSGALG00000025608",0.164646288470199,0.0972850780694728,0.193951125787622,0.501595841088341,0.615951845484891,NA
"ENSGALG00000017119",256.767798298055,-0.410495898051781,0.250753084317616,-1.63705223873468,0.101619554919411,0.299204285134974
"ENSGALG00000017120",463.070874276411,-0.252907458933714,0.238507669835098,-1.06037453264531,0.288974243543712,0.541110616674193
"ENSGALG00000017122",6.7265722652545,-0.042791772023551,0.322211600975395,-0.132806428738172,0.894346470002731,0.951317032516597
"ENSGALG00000025748",5.61833185558722,0.171654180860731,0.378405666274004,0.453624763473905,0.650098926823082,0.820246838041303
"ENSGALG00000017125",65.9336278648907,0.120383286026542,0.208038738216408,0.578658028108764,0.562819941820165,0.764466565950238
"ENSGALG00000017126",90.1947369963439,0.0746092580113668,0.168028192444557,0.444028212920193,0.657022186369447,0.823680604908818
"ENSGALG00000017128",405.200095134593,0.0965861733309706,0.157765472209024,0.612213635712401,0.540396421065494,0.747645037298148
"ENSGALG00000017129",5957.01308578669,0.479793317607897,0.195754744756939,2.45099202169346,0.0142463110955625,0.0979177824297497
"ENSGALG00000017130",300.849852828653,0.0646506211009113,0.165182221977024,0.391389704818862,0.695509200998338,0.847375108655027
"ENSGALG00000017132",602.347460769887,-0.254617187056114,0.153228098403056,-1.66168731263871,0.0965754863263761,0.291539674249773
"ENSGALG00000017133",722.880738960739,0.0626379657016548,0.210572210713626,0.297465489341521,0.766111151685372,0.886082719134867
"ENSGALG00000017134",150.248606211749,0.148095454360672,0.21784986691294,0.679805117438312,0.496627865956741,0.716854203747442
"ENSGALG00000017135",55.6752443638476,-0.229350651576863,0.264202468841975,-0.868086708584248,0.385346866727225,0.628726771117914
"ENSGALG00000017136",22.111927411275,-0.751383926893127,0.265792010294542,-2.82696205224705,0.00469918962102193,0.054885560848226
"ENSGALG00000022720",0.567406335676069,-0.037219271193266,0.340083903297551,-0.109441437340542,0.912852368868916,NA
"ENSGALG00000017137",0.349138467791547,0.207819240711641,0.205636618707629,1.01061397535969,NA,NA
"ENSGALG00000017139",1394.59886937848,-0.487350067860857,0.146343827056016,-3.33017167628337,0.000867924534667968,0.0193327617198472
"ENSGALG00000017142",597.132813729493,0.403414669858936,0.173898249166122,2.31983169349543,0.0203499838573768,0.119896383827741
"ENSGALG00000028818",1.91901429223177,0.363804331125286,0.376308988714544,0.966770239446117,0.333658905027211,NA
"ENSGALG00000017145",395.215600536493,-0.247932056696345,0.183677603900763,-1.34982192401801,0.177073110578074,0.40963902893332
"ENSGALG00000017148",144.757819536229,-0.763210500748415,0.190787460204097,-4.0003179450681,6.32574364393409e-05,0.00389054829999911
"ENSGALG00000017149",0.245710455465068,-0.0276569537501505,0.273737276558855,-0.101034663958908,0.919522943097424,NA
"ENSGALG00000017150",2.70255707104317,0.102383653981895,0.372735329355856,0.2746819148022,0.783560626797398,0.896621559023097
"ENSGALG00000026507",133.398651464338,0.253705789171078,0.207477936122806,1.22280852562997,0.221402024574842,0.46360141916986
"ENSGALG00000017153",849.970731218767,0.123978451184003,0.133441593736281,0.92908401130925,0.352845549792866,0.597768550556047
"ENSGALG00000017154",13.522343521838,-0.379363616398434,0.31792040682468,-1.19326601330011,0.232765208508467,0.477781217464749
"ENSGALG00000017155",0.513977355333549,0.145858397232689,0.343478259115146,0.424651032086989,0.671091085534854,NA
"ENSGALG00000017156",1161.08674345895,-0.310482531071312,0.175831428379303,-1.76579655828957,0.0774299861398146,0.259196131209341
"ENSGALG00000027243",3.83088621060911,-0.0739652518680042,0.383891922940894,-0.192672071090676,0.847215797635003,0.92958496250373
"ENSGALG00000017158",38.6763073101109,0.473909745145338,0.273890262622399,1.73029059378682,0.0835783692655929,0.271585104591586
"ENSGALG00000017159",301.789462578362,-0.120162898662521,0.232009969491926,-0.517921272631792,0.604513199233921,0.792909143321951
"ENSGALG00000017162",230.616908272743,-0.068397930244021,0.12775636486062,-0.535377868011836,0.592388591033938,0.784768665907795
"ENSGALG00000017163",514.88973673485,0.613591357189615,0.183249009025776,3.34840204840238,0.000812790064534891,0.0186577531922052
"ENSGALG00000017165",266.758941810249,-0.0689014092490261,0.140444955281368,-0.490593692817152,0.623713848234804,0.805163072208736
"ENSGALG00000017164",41.2390048402861,0.158820862591446,0.215409763248847,0.737296491097166,0.460942065603005,0.688230380635435
"ENSGALG00000017166",1.06095867753078,-0.223766770339501,0.375589323654261,-0.595775109266641,0.551325473974812,NA
